Date,Year,Month,Day,category,Forecasted_Amount,Actual_Amount,SalesAndforecast_difference,PRoduct_Sales_Condition
2023-04-16,2023,April,Sunday,"Food Sales",744,766,22,Above_Forecast
2023-04-16,2023,April,Sunday,"Ingredients Cost",492,465,-27,Below_Forecast
2023-04-16,2023,April,Sunday,Labor,174,189,15,Above_Forecast
2023-04-16,2023,April,Sunday,Rent,440,411,-29,Below_Forecast
2023-04-16,2023,April,Sunday,Utilities,479,522,43,Above_Forecast
2023-04-16,2023,April,Sunday,Marketing,170,166,-4,Below_Forecast
2023-04-17,2023,April,Monday,"Coffee Sales",346,355,9,Above_Forecast
2023-04-17,2023,April,Monday,"Food Sales",583,630,47,Above_Forecast
2023-04-17,2023,April,Monday,"Ingredients Cost",277,269,-8,Below_Forecast
2023-04-17,2023,April,Monday,Labor,214,221,7,Above_Forecast
2023-04-17,2023,April,Monday,Rent,125,130,5,Above_Forecast
2023-04-17,2023,April,Monday,Utilities,288,282,-6,Below_Forecast
2023-04-17,2023,April,Monday,Marketing,487,489,2,Above_Forecast
2023-04-18,2023,April,Tuesday,"Coffee Sales",999,1010,11,Above_Forecast
2023-04-18,2023,April,Tuesday,"Food Sales",898,809,-89,Below_Forecast
2023-04-18,2023,April,Tuesday,"Ingredients Cost",152,161,9,Above_Forecast
2023-04-18,2023,April,Tuesday,Labor,153,139,-14,Below_Forecast
2023-04-18,2023,April,Tuesday,Rent,389,362,-27,Below_Forecast
2023-04-18,2023,April,Tuesday,Utilities,319,304,-15,Below_Forecast
2023-04-18,2023,April,Tuesday,Marketing,217,233,16,Above_Forecast
2023-04-19,2023,April,Wednesday,"Coffee Sales",720,785,65,Above_Forecast
2023-04-19,2023,April,Wednesday,"Food Sales",304,310,6,Above_Forecast
2023-04-19,2023,April,Wednesday,"Ingredients Cost",348,361,13,Above_Forecast
2023-04-19,2023,April,Wednesday,Labor,301,292,-9,Below_Forecast
2023-04-19,2023,April,Wednesday,Rent,337,345,8,Above_Forecast
2023-04-19,2023,April,Wednesday,Utilities,154,168,14,Above_Forecast
2023-04-19,2023,April,Wednesday,Marketing,178,161,-17,Below_Forecast
2023-04-20,2023,April,Thursday,"Coffee Sales",396,435,39,Above_Forecast
2023-04-20,2023,April,Thursday,"Food Sales",680,737,57,Above_Forecast
2023-04-20,2023,April,Thursday,"Ingredients Cost",289,299,10,Above_Forecast
2023-04-20,2023,April,Thursday,Labor,106,98,-8,Below_Forecast
2023-04-20,2023,April,Thursday,Rent,144,132,-12,Below_Forecast
2023-04-20,2023,April,Thursday,Utilities,144,155,11,Above_Forecast
2023-04-20,2023,April,Thursday,Marketing,270,252,-18,Below_Forecast
2023-04-21,2023,April,Friday,"Coffee Sales",887,947,60,Above_Forecast
2023-04-21,2023,April,Friday,"Food Sales",815,805,-10,Below_Forecast
2023-04-21,2023,April,Friday,"Ingredients Cost",209,226,17,Above_Forecast
2023-04-21,2023,April,Friday,Labor,470,464,-6,Below_Forecast
2023-04-21,2023,April,Friday,Rent,248,262,14,Above_Forecast
2023-04-21,2023,April,Friday,Utilities,323,290,-33,Below_Forecast
2023-04-21,2023,April,Friday,Marketing,260,277,17,Above_Forecast
2023-04-22,2023,April,Saturday,"Coffee Sales",714,747,33,Above_Forecast
2023-04-22,2023,April,Saturday,"Food Sales",618,628,10,Above_Forecast
2023-04-22,2023,April,Saturday,"Ingredients Cost",409,389,-20,Below_Forecast
2023-04-22,2023,April,Saturday,Labor,170,186,16,Above_Forecast
2023-04-22,2023,April,Saturday,Rent,127,132,5,Above_Forecast
2023-04-22,2023,April,Saturday,Utilities,333,322,-11,Below_Forecast
2023-04-22,2023,April,Saturday,Marketing,239,220,-19,Below_Forecast
2023-04-23,2023,April,Sunday,"Coffee Sales",416,426,10,Above_Forecast
2023-04-23,2023,April,Sunday,"Food Sales",282,255,-27,Below_Forecast
2023-04-23,2023,April,Sunday,"Ingredients Cost",106,102,-4,Below_Forecast
2023-04-23,2023,April,Sunday,Labor,177,160,-17,Below_Forecast
2023-04-23,2023,April,Sunday,Rent,372,374,2,Above_Forecast
2023-04-23,2023,April,Sunday,Utilities,211,209,-2,Below_Forecast
2023-04-23,2023,April,Sunday,Marketing,392,359,-33,Below_Forecast
2023-04-24,2023,April,Monday,"Coffee Sales",330,350,20,Above_Forecast
2023-04-24,2023,April,Monday,"Food Sales",766,822,56,Above_Forecast
2023-04-24,2023,April,Monday,"Ingredients Cost",149,162,13,Above_Forecast
2023-04-24,2023,April,Monday,Labor,185,179,-6,Below_Forecast
2023-04-24,2023,April,Monday,Rent,279,263,-16,Below_Forecast
2023-04-24,2023,April,Monday,Utilities,313,335,22,Above_Forecast
2023-04-24,2023,April,Monday,Marketing,249,234,-15,Below_Forecast
2023-04-25,2023,April,Tuesday,"Coffee Sales",722,706,-16,Below_Forecast
2023-04-25,2023,April,Tuesday,"Food Sales",507,502,-5,Below_Forecast
2023-04-25,2023,April,Tuesday,"Ingredients Cost",312,285,-27,Below_Forecast
2023-04-25,2023,April,Tuesday,Labor,303,315,12,Above_Forecast
2023-04-25,2023,April,Tuesday,Rent,432,393,-39,Below_Forecast
2023-04-25,2023,April,Tuesday,Utilities,495,516,21,Above_Forecast
2023-04-25,2023,April,Tuesday,Marketing,317,343,26,Above_Forecast
2023-04-26,2023,April,Wednesday,"Coffee Sales",981,898,-83,Below_Forecast
2023-04-26,2023,April,Wednesday,"Food Sales",406,395,-11,Below_Forecast
2023-04-26,2023,April,Wednesday,"Ingredients Cost",202,192,-10,Below_Forecast
2023-04-26,2023,April,Wednesday,Labor,290,269,-21,Below_Forecast
2023-04-26,2023,April,Wednesday,Rent,461,459,-2,Below_Forecast
2023-04-26,2023,April,Wednesday,Utilities,437,447,10,Above_Forecast
2023-04-26,2023,April,Wednesday,Marketing,438,438,0,Above_Forecast
2023-04-27,2023,April,Thursday,"Coffee Sales",686,639,-47,Below_Forecast
2023-04-27,2023,April,Thursday,"Food Sales",589,627,38,Above_Forecast
2023-04-27,2023,April,Thursday,"Ingredients Cost",190,204,14,Above_Forecast
2023-04-27,2023,April,Thursday,Labor,337,358,21,Above_Forecast
2023-04-27,2023,April,Thursday,Rent,108,107,-1,Below_Forecast
2023-04-27,2023,April,Thursday,Utilities,241,254,13,Above_Forecast
2023-04-27,2023,April,Thursday,Marketing,407,426,19,Above_Forecast
2023-04-28,2023,April,Friday,"Coffee Sales",914,908,-6,Below_Forecast
2023-04-28,2023,April,Friday,"Food Sales",874,880,6,Above_Forecast
2023-04-28,2023,April,Friday,"Ingredients Cost",273,291,18,Above_Forecast
2023-04-28,2023,April,Friday,Labor,115,113,-2,Below_Forecast
2023-04-28,2023,April,Friday,Rent,339,309,-30,Below_Forecast
2023-04-28,2023,April,Friday,Utilities,199,206,7,Above_Forecast
2023-04-28,2023,April,Friday,Marketing,321,324,3,Above_Forecast
2023-04-29,2023,April,Saturday,"Coffee Sales",598,644,46,Above_Forecast
2023-04-29,2023,April,Saturday,"Food Sales",807,780,-27,Below_Forecast
2023-04-29,2023,April,Saturday,"Ingredients Cost",298,309,11,Above_Forecast
2023-04-29,2023,April,Saturday,Labor,311,341,30,Above_Forecast
2023-04-29,2023,April,Saturday,Rent,487,439,-48,Below_Forecast
2023-04-29,2023,April,Saturday,Utilities,176,180,4,Above_Forecast
2023-04-29,2023,April,Saturday,Marketing,457,459,2,Above_Forecast
2023-04-30,2023,April,Sunday,"Coffee Sales",483,477,-6,Below_Forecast
2023-04-30,2023,April,Sunday,"Food Sales",717,757,40,Above_Forecast
2023-04-30,2023,April,Sunday,"Ingredients Cost",158,150,-8,Below_Forecast
2023-04-30,2023,April,Sunday,Labor,170,174,4,Above_Forecast
2023-04-30,2023,April,Sunday,Rent,115,104,-11,Below_Forecast
2023-04-30,2023,April,Sunday,Utilities,401,371,-30,Below_Forecast
2023-04-30,2023,April,Sunday,Marketing,301,274,-27,Below_Forecast
2023-05-01,2023,May,Monday,"Coffee Sales",833,794,-39,Below_Forecast
2023-05-01,2023,May,Monday,"Food Sales",445,486,41,Above_Forecast
2023-05-01,2023,May,Monday,"Ingredients Cost",123,131,8,Above_Forecast
2023-05-01,2023,May,Monday,Labor,462,486,24,Above_Forecast
2023-05-01,2023,May,Monday,Rent,161,148,-13,Below_Forecast
2023-05-01,2023,May,Monday,Utilities,487,454,-33,Below_Forecast
2023-05-01,2023,May,Monday,Marketing,154,152,-2,Below_Forecast
2023-05-02,2023,May,Tuesday,"Coffee Sales",639,626,-13,Below_Forecast
2023-05-02,2023,May,Tuesday,"Food Sales",635,656,21,Above_Forecast
2023-05-02,2023,May,Tuesday,"Ingredients Cost",422,437,15,Above_Forecast
2023-05-02,2023,May,Tuesday,Labor,234,232,-2,Below_Forecast
2023-05-02,2023,May,Tuesday,Rent,214,227,13,Above_Forecast
2023-05-02,2023,May,Tuesday,Utilities,260,277,17,Above_Forecast
2023-05-02,2023,May,Tuesday,Marketing,462,459,-3,Below_Forecast
2023-05-03,2023,May,Wednesday,"Coffee Sales",593,556,-37,Below_Forecast
2023-05-03,2023,May,Wednesday,"Food Sales",471,459,-12,Below_Forecast
2023-05-03,2023,May,Wednesday,"Ingredients Cost",236,254,18,Above_Forecast
2023-05-03,2023,May,Wednesday,Labor,448,431,-17,Below_Forecast
2023-05-03,2023,May,Wednesday,Rent,138,149,11,Above_Forecast
2023-05-03,2023,May,Wednesday,Utilities,493,537,44,Above_Forecast
2023-05-03,2023,May,Wednesday,Marketing,487,438,-49,Below_Forecast
2023-05-04,2023,May,Thursday,"Coffee Sales",322,293,-29,Below_Forecast
2023-05-04,2023,May,Thursday,"Food Sales",908,841,-67,Below_Forecast
2023-05-04,2023,May,Thursday,"Ingredients Cost",138,139,1,Above_Forecast
2023-05-04,2023,May,Thursday,Labor,334,302,-32,Below_Forecast
2023-05-04,2023,May,Thursday,Rent,358,322,-36,Below_Forecast
2023-05-04,2023,May,Thursday,Utilities,144,151,7,Above_Forecast
2023-05-04,2023,May,Thursday,Marketing,437,426,-11,Below_Forecast
2023-05-05,2023,May,Friday,"Coffee Sales",348,332,-16,Below_Forecast
2023-05-05,2023,May,Friday,"Food Sales",505,456,-49,Below_Forecast
2023-05-05,2023,May,Friday,"Ingredients Cost",380,357,-23,Below_Forecast
2023-05-05,2023,May,Friday,Labor,191,192,1,Above_Forecast
2023-05-05,2023,May,Friday,Rent,277,280,3,Above_Forecast
2023-05-05,2023,May,Friday,Utilities,435,395,-40,Below_Forecast
2023-05-05,2023,May,Friday,Marketing,133,124,-9,Below_Forecast
2023-05-06,2023,May,Saturday,"Coffee Sales",331,341,10,Above_Forecast
2023-05-06,2023,May,Saturday,"Food Sales",388,421,33,Above_Forecast
2023-05-06,2023,May,Saturday,"Ingredients Cost",364,396,32,Above_Forecast
2023-05-06,2023,May,Saturday,Labor,115,124,9,Above_Forecast
2023-05-06,2023,May,Saturday,Rent,295,310,15,Above_Forecast
2023-05-06,2023,May,Saturday,Utilities,166,176,10,Above_Forecast
2023-05-06,2023,May,Saturday,Marketing,163,168,5,Above_Forecast
2023-05-07,2023,May,Sunday,"Coffee Sales",535,485,-50,Below_Forecast
2023-05-07,2023,May,Sunday,"Food Sales",917,930,13,Above_Forecast
2023-05-07,2023,May,Sunday,"Ingredients Cost",244,225,-19,Below_Forecast
2023-05-07,2023,May,Sunday,Labor,304,276,-28,Below_Forecast
2023-05-07,2023,May,Sunday,Rent,494,514,20,Above_Forecast
2023-05-07,2023,May,Sunday,Utilities,311,330,19,Above_Forecast
2023-05-07,2023,May,Sunday,Marketing,220,202,-18,Below_Forecast
2023-05-08,2023,May,Monday,"Coffee Sales",275,278,3,Above_Forecast
2023-05-08,2023,May,Monday,"Food Sales",952,949,-3,Below_Forecast
2023-05-08,2023,May,Monday,"Ingredients Cost",245,258,13,Above_Forecast
2023-05-08,2023,May,Monday,Labor,106,108,2,Above_Forecast
2023-05-08,2023,May,Monday,Rent,277,271,-6,Below_Forecast
2023-05-08,2023,May,Monday,Utilities,254,272,18,Above_Forecast
2023-05-08,2023,May,Monday,Marketing,142,148,6,Above_Forecast
2023-05-09,2023,May,Tuesday,"Coffee Sales",297,286,-11,Below_Forecast
2023-05-09,2023,May,Tuesday,"Food Sales",950,864,-86,Below_Forecast
2023-05-09,2023,May,Tuesday,"Ingredients Cost",226,216,-10,Below_Forecast
2023-05-09,2023,May,Tuesday,Labor,455,498,43,Above_Forecast
2023-05-09,2023,May,Tuesday,Rent,258,234,-24,Below_Forecast
2023-05-09,2023,May,Tuesday,Utilities,181,186,5,Above_Forecast
2023-05-09,2023,May,Tuesday,Marketing,309,300,-9,Below_Forecast
2023-05-10,2023,May,Wednesday,"Coffee Sales",809,738,-71,Below_Forecast
2023-05-10,2023,May,Wednesday,"Food Sales",615,669,54,Above_Forecast
2023-05-10,2023,May,Wednesday,"Ingredients Cost",172,177,5,Above_Forecast
2023-05-10,2023,May,Wednesday,Labor,243,219,-24,Below_Forecast
2023-05-10,2023,May,Wednesday,Rent,297,296,-1,Below_Forecast
2023-05-10,2023,May,Wednesday,Utilities,127,118,-9,Below_Forecast
2023-05-10,2023,May,Wednesday,Marketing,427,402,-25,Below_Forecast
2023-05-11,2023,May,Thursday,"Coffee Sales",976,946,-30,Below_Forecast
2023-05-11,2023,May,Thursday,"Food Sales",917,963,46,Above_Forecast
2023-05-11,2023,May,Thursday,"Ingredients Cost",377,341,-36,Below_Forecast
2023-05-11,2023,May,Thursday,Labor,257,281,24,Above_Forecast
2023-05-11,2023,May,Thursday,Rent,322,304,-18,Below_Forecast
2023-05-11,2023,May,Thursday,Utilities,147,141,-6,Below_Forecast
2023-05-11,2023,May,Thursday,Marketing,137,124,-13,Below_Forecast
2023-05-12,2023,May,Friday,"Coffee Sales",942,853,-89,Below_Forecast
2023-05-12,2023,May,Friday,"Food Sales",262,276,14,Above_Forecast
2023-05-12,2023,May,Friday,"Ingredients Cost",197,179,-18,Below_Forecast
2023-05-12,2023,May,Friday,Labor,221,206,-15,Below_Forecast
2023-05-12,2023,May,Friday,Rent,227,249,22,Above_Forecast
2023-05-12,2023,May,Friday,Utilities,351,380,29,Above_Forecast
2023-05-12,2023,May,Friday,Marketing,473,515,42,Above_Forecast
2023-05-13,2023,May,Saturday,"Coffee Sales",815,787,-28,Below_Forecast
2023-05-13,2023,May,Saturday,"Food Sales",822,795,-27,Below_Forecast
2023-05-13,2023,May,Saturday,"Ingredients Cost",315,293,-22,Below_Forecast
2023-05-13,2023,May,Saturday,Labor,406,444,38,Above_Forecast
2023-05-13,2023,May,Saturday,Rent,121,111,-10,Below_Forecast
2023-05-13,2023,May,Saturday,Utilities,400,403,3,Above_Forecast
2023-05-13,2023,May,Saturday,Marketing,452,473,21,Above_Forecast
2023-05-14,2023,May,Sunday,"Coffee Sales",895,872,-23,Below_Forecast
2023-05-14,2023,May,Sunday,"Food Sales",808,843,35,Above_Forecast
2023-05-14,2023,May,Sunday,"Ingredients Cost",340,366,26,Above_Forecast
2023-05-14,2023,May,Sunday,Labor,103,109,6,Above_Forecast
2023-05-14,2023,May,Sunday,Rent,472,459,-13,Below_Forecast
2023-05-14,2023,May,Sunday,Utilities,431,442,11,Above_Forecast
2023-05-14,2023,May,Sunday,Marketing,380,359,-21,Below_Forecast
2023-05-15,2023,May,Monday,"Coffee Sales",873,823,-50,Below_Forecast
2023-05-15,2023,May,Monday,"Food Sales",653,592,-61,Below_Forecast
2023-05-15,2023,May,Monday,"Ingredients Cost",363,374,11,Above_Forecast
2023-05-15,2023,May,Monday,Labor,287,314,27,Above_Forecast
2023-05-15,2023,May,Monday,Rent,155,162,7,Above_Forecast
2023-05-15,2023,May,Monday,Utilities,120,119,-1,Below_Forecast
2023-05-15,2023,May,Monday,Marketing,378,369,-9,Below_Forecast
2023-05-16,2023,May,Tuesday,"Coffee Sales",612,631,19,Above_Forecast
2023-05-16,2023,May,Tuesday,"Food Sales",666,665,-1,Below_Forecast
2023-05-16,2023,May,Tuesday,"Ingredients Cost",208,205,-3,Below_Forecast
2023-05-16,2023,May,Tuesday,Labor,210,230,20,Above_Forecast
2023-05-16,2023,May,Tuesday,Rent,437,447,10,Above_Forecast
2023-05-16,2023,May,Tuesday,Utilities,122,121,-1,Below_Forecast
2023-05-16,2023,May,Tuesday,Marketing,366,373,7,Above_Forecast
2023-05-17,2023,May,Wednesday,"Coffee Sales",334,310,-24,Below_Forecast
2023-05-17,2023,May,Wednesday,"Food Sales",485,518,33,Above_Forecast
2023-05-17,2023,May,Wednesday,"Ingredients Cost",389,400,11,Above_Forecast
2023-05-17,2023,May,Wednesday,Labor,213,201,-12,Below_Forecast
2023-05-17,2023,May,Wednesday,Rent,378,377,-1,Below_Forecast
2023-05-17,2023,May,Wednesday,Utilities,127,135,8,Above_Forecast
2023-05-17,2023,May,Wednesday,Marketing,302,323,21,Above_Forecast
2023-05-18,2023,May,Thursday,"Coffee Sales",659,638,-21,Below_Forecast
2023-05-18,2023,May,Thursday,"Food Sales",478,468,-10,Below_Forecast
2023-05-18,2023,May,Thursday,"Ingredients Cost",235,225,-10,Below_Forecast
2023-05-18,2023,May,Thursday,Labor,406,372,-34,Below_Forecast
2023-05-18,2023,May,Thursday,Rent,157,159,2,Above_Forecast
2023-05-18,2023,May,Thursday,Utilities,382,393,11,Above_Forecast
2023-05-18,2023,May,Thursday,Marketing,433,462,29,Above_Forecast
2023-05-19,2023,May,Friday,"Coffee Sales",446,476,30,Above_Forecast
2023-05-19,2023,May,Friday,"Food Sales",264,289,25,Above_Forecast
2023-05-19,2023,May,Friday,"Ingredients Cost",249,250,1,Above_Forecast
2023-05-19,2023,May,Friday,Labor,244,248,4,Above_Forecast
2023-05-19,2023,May,Friday,Rent,319,311,-8,Below_Forecast
2023-05-19,2023,May,Friday,Utilities,465,465,0,Above_Forecast
2023-05-19,2023,May,Friday,Marketing,217,226,9,Above_Forecast
2023-05-20,2023,May,Saturday,"Coffee Sales",506,517,11,Above_Forecast
2023-05-20,2023,May,Saturday,"Food Sales",430,416,-14,Below_Forecast
2023-05-20,2023,May,Saturday,"Ingredients Cost",238,227,-11,Below_Forecast
2023-05-20,2023,May,Saturday,Labor,435,441,6,Above_Forecast
2023-05-20,2023,May,Saturday,Rent,431,409,-22,Below_Forecast
2023-05-20,2023,May,Saturday,Utilities,209,211,2,Above_Forecast
2023-05-20,2023,May,Saturday,Marketing,105,113,8,Above_Forecast
2023-05-21,2023,May,Sunday,"Coffee Sales",645,676,31,Above_Forecast
2023-05-21,2023,May,Sunday,"Food Sales",435,463,28,Above_Forecast
2023-05-21,2023,May,Sunday,"Ingredients Cost",286,295,9,Above_Forecast
2023-05-21,2023,May,Sunday,Labor,101,97,-4,Below_Forecast
2023-05-21,2023,May,Sunday,Rent,147,155,8,Above_Forecast
2023-05-21,2023,May,Sunday,Utilities,131,128,-3,Below_Forecast
2023-05-21,2023,May,Sunday,Marketing,347,380,33,Above_Forecast
2023-05-22,2023,May,Monday,"Coffee Sales",653,654,1,Above_Forecast
2023-05-22,2023,May,Monday,"Food Sales",715,747,32,Above_Forecast
2023-05-22,2023,May,Monday,"Ingredients Cost",410,380,-30,Below_Forecast
2023-05-22,2023,May,Monday,Labor,226,235,9,Above_Forecast
2023-05-22,2023,May,Monday,Rent,201,204,3,Above_Forecast
2023-05-22,2023,May,Monday,Utilities,433,462,29,Above_Forecast
2023-05-22,2023,May,Monday,Marketing,216,235,19,Above_Forecast
2023-05-23,2023,May,Tuesday,"Coffee Sales",909,848,-61,Below_Forecast
2023-05-23,2023,May,Tuesday,"Food Sales",608,572,-36,Below_Forecast
2023-05-23,2023,May,Tuesday,"Ingredients Cost",162,175,13,Above_Forecast
2023-05-23,2023,May,Tuesday,Labor,380,342,-38,Below_Forecast
2023-05-23,2023,May,Tuesday,Rent,373,342,-31,Below_Forecast
2023-05-23,2023,May,Tuesday,Utilities,351,347,-4,Below_Forecast
2023-05-23,2023,May,Tuesday,Marketing,346,316,-30,Below_Forecast
2023-05-24,2023,May,Wednesday,"Coffee Sales",201,201,0,Above_Forecast
2023-05-24,2023,May,Wednesday,"Food Sales",975,1043,68,Above_Forecast
2023-05-24,2023,May,Wednesday,"Ingredients Cost",287,314,27,Above_Forecast
2023-05-24,2023,May,Wednesday,Labor,345,373,28,Above_Forecast
2023-05-24,2023,May,Wednesday,Rent,389,375,-14,Below_Forecast
2023-05-24,2023,May,Wednesday,Utilities,415,393,-22,Below_Forecast
2023-05-24,2023,May,Wednesday,Marketing,110,109,-1,Below_Forecast
2023-05-25,2023,May,Thursday,"Coffee Sales",251,231,-20,Below_Forecast
2023-05-25,2023,May,Thursday,"Food Sales",919,903,-16,Below_Forecast
2023-05-25,2023,May,Thursday,"Ingredients Cost",474,517,43,Above_Forecast
2023-05-25,2023,May,Thursday,Labor,453,495,42,Above_Forecast
2023-05-25,2023,May,Thursday,Rent,219,214,-5,Below_Forecast
2023-05-25,2023,May,Thursday,Utilities,210,202,-8,Below_Forecast
2023-05-25,2023,May,Thursday,Marketing,309,300,-9,Below_Forecast
2023-05-26,2023,May,Friday,"Coffee Sales",505,494,-11,Below_Forecast
2023-05-26,2023,May,Friday,"Food Sales",543,507,-36,Below_Forecast
2023-05-26,2023,May,Friday,"Ingredients Cost",179,188,9,Above_Forecast
2023-05-26,2023,May,Friday,Labor,298,312,14,Above_Forecast
2023-05-26,2023,May,Friday,Rent,187,189,2,Above_Forecast
2023-05-26,2023,May,Friday,Utilities,242,256,14,Above_Forecast
2023-05-26,2023,May,Friday,Marketing,367,354,-13,Below_Forecast
2023-05-27,2023,May,Saturday,"Coffee Sales",951,1024,73,Above_Forecast
2023-05-27,2023,May,Saturday,"Food Sales",932,874,-58,Below_Forecast
2023-05-27,2023,May,Saturday,"Ingredients Cost",399,431,32,Above_Forecast
2023-05-27,2023,May,Saturday,Labor,392,424,32,Above_Forecast
2023-05-27,2023,May,Saturday,Rent,213,212,-1,Below_Forecast
2023-05-27,2023,May,Saturday,Utilities,298,277,-21,Below_Forecast
2023-05-27,2023,May,Saturday,Marketing,171,164,-7,Below_Forecast
2023-05-28,2023,May,Sunday,"Coffee Sales",493,452,-41,Below_Forecast
2023-05-28,2023,May,Sunday,"Food Sales",465,504,39,Above_Forecast
2023-05-28,2023,May,Sunday,"Ingredients Cost",485,449,-36,Below_Forecast
2023-05-28,2023,May,Sunday,Labor,338,305,-33,Below_Forecast
2023-05-28,2023,May,Sunday,Rent,424,401,-23,Below_Forecast
2023-05-28,2023,May,Sunday,Utilities,141,137,-4,Below_Forecast
2023-05-28,2023,May,Sunday,Marketing,301,279,-22,Below_Forecast
2023-05-29,2023,May,Monday,"Coffee Sales",900,856,-44,Below_Forecast
2023-05-29,2023,May,Monday,"Food Sales",401,404,3,Above_Forecast
2023-05-29,2023,May,Monday,"Ingredients Cost",269,244,-25,Below_Forecast
2023-05-29,2023,May,Monday,Labor,129,139,10,Above_Forecast
2023-05-29,2023,May,Monday,Rent,180,183,3,Above_Forecast
2023-05-29,2023,May,Monday,Utilities,491,475,-16,Below_Forecast
2023-05-29,2023,May,Monday,Marketing,356,386,30,Above_Forecast
2023-05-30,2023,May,Tuesday,"Coffee Sales",259,271,12,Above_Forecast
2023-05-30,2023,May,Tuesday,"Food Sales",465,490,25,Above_Forecast
2023-05-30,2023,May,Tuesday,"Ingredients Cost",401,430,29,Above_Forecast
2023-05-30,2023,May,Tuesday,Labor,367,331,-36,Below_Forecast
2023-05-30,2023,May,Tuesday,Rent,306,319,13,Above_Forecast
2023-05-30,2023,May,Tuesday,Utilities,102,91,-11,Below_Forecast
2023-05-30,2023,May,Tuesday,Marketing,254,235,-19,Below_Forecast
2023-05-31,2023,May,Wednesday,"Coffee Sales",842,887,45,Above_Forecast
2023-05-31,2023,May,Wednesday,"Food Sales",500,541,41,Above_Forecast
2023-05-31,2023,May,Wednesday,"Ingredients Cost",180,170,-10,Below_Forecast
2023-05-31,2023,May,Wednesday,Labor,467,499,32,Above_Forecast
2023-05-31,2023,May,Wednesday,Rent,423,389,-34,Below_Forecast
2023-05-31,2023,May,Wednesday,Utilities,387,390,3,Above_Forecast
2023-05-31,2023,May,Wednesday,Marketing,105,114,9,Above_Forecast
2023-06-01,2023,June,Thursday,"Coffee Sales",735,680,-55,Below_Forecast
2023-06-01,2023,June,Thursday,"Food Sales",243,244,1,Above_Forecast
2023-06-01,2023,June,Thursday,"Ingredients Cost",112,110,-2,Below_Forecast
2023-06-01,2023,June,Thursday,Labor,389,371,-18,Below_Forecast
2023-06-01,2023,June,Thursday,Rent,474,472,-2,Below_Forecast
2023-06-01,2023,June,Thursday,Utilities,155,142,-13,Below_Forecast
2023-06-01,2023,June,Thursday,Marketing,372,366,-6,Below_Forecast
2023-06-02,2023,June,Friday,"Coffee Sales",978,920,-58,Below_Forecast
2023-06-02,2023,June,Friday,"Food Sales",205,193,-12,Below_Forecast
2023-06-02,2023,June,Friday,"Ingredients Cost",176,172,-4,Below_Forecast
2023-06-02,2023,June,Friday,Labor,488,492,4,Above_Forecast
2023-06-02,2023,June,Friday,Rent,276,264,-12,Below_Forecast
2023-06-02,2023,June,Friday,Utilities,356,337,-19,Below_Forecast
2023-06-02,2023,June,Friday,Marketing,257,247,-10,Below_Forecast
2023-06-03,2023,June,Saturday,"Coffee Sales",684,673,-11,Below_Forecast
2023-06-03,2023,June,Saturday,"Food Sales",834,860,26,Above_Forecast
2023-06-03,2023,June,Saturday,"Ingredients Cost",161,161,0,Above_Forecast
2023-06-03,2023,June,Saturday,Labor,281,264,-17,Below_Forecast
2023-06-03,2023,June,Saturday,Rent,253,249,-4,Below_Forecast
2023-06-03,2023,June,Saturday,Utilities,439,414,-25,Below_Forecast
2023-06-03,2023,June,Saturday,Marketing,446,452,6,Above_Forecast
2023-06-04,2023,June,Sunday,"Coffee Sales",485,476,-9,Below_Forecast
2023-06-04,2023,June,Sunday,"Food Sales",813,811,-2,Below_Forecast
2023-06-04,2023,June,Sunday,"Ingredients Cost",160,146,-14,Below_Forecast
2023-06-04,2023,June,Sunday,Labor,492,530,38,Above_Forecast
2023-06-04,2023,June,Sunday,Rent,334,354,20,Above_Forecast
2023-06-04,2023,June,Sunday,Utilities,330,346,16,Above_Forecast
2023-06-04,2023,June,Sunday,Marketing,237,216,-21,Below_Forecast
2023-06-05,2023,June,Monday,"Coffee Sales",406,443,37,Above_Forecast
2023-06-05,2023,June,Monday,"Food Sales",770,704,-66,Below_Forecast
2023-06-05,2023,June,Monday,"Ingredients Cost",478,481,3,Above_Forecast
2023-06-05,2023,June,Monday,Labor,174,180,6,Above_Forecast
2023-06-05,2023,June,Monday,Rent,323,328,5,Above_Forecast
2023-06-05,2023,June,Monday,Utilities,449,410,-39,Below_Forecast
2023-06-05,2023,June,Monday,Marketing,177,177,0,Above_Forecast
2023-06-06,2023,June,Tuesday,"Coffee Sales",450,471,21,Above_Forecast
2023-06-06,2023,June,Tuesday,"Food Sales",693,742,49,Above_Forecast
2023-06-06,2023,June,Tuesday,"Ingredients Cost",182,186,4,Above_Forecast
2023-06-06,2023,June,Tuesday,Labor,386,359,-27,Below_Forecast
2023-06-06,2023,June,Tuesday,Rent,186,190,4,Above_Forecast
2023-06-06,2023,June,Tuesday,Utilities,156,165,9,Above_Forecast
2023-06-06,2023,June,Tuesday,Marketing,146,146,0,Above_Forecast
2023-06-07,2023,June,Wednesday,"Coffee Sales",572,533,-39,Below_Forecast
2023-06-07,2023,June,Wednesday,"Food Sales",349,325,-24,Below_Forecast
2023-06-07,2023,June,Wednesday,"Ingredients Cost",191,183,-8,Below_Forecast
2023-06-07,2023,June,Wednesday,Labor,362,330,-32,Below_Forecast
2023-06-07,2023,June,Wednesday,Rent,107,109,2,Above_Forecast
